flow_duration,total_fwd_packets,total_bwd_packets,packet_length_mean,packet_length_std,protocol,destination_port,flow_bytes_per_sec,flow_packets_per_sec,connection_count,label
115.674121,149,95,1454.54,143.96,17,587,30358.1,47.06,17,BENIGN
144.347851,406,269,65.46,187.7,6,143,28661.79,87.5,12,BENIGN
213.336297,344,169,629.78,18.08,6,110,18624.35,73.06,11,BENIGN
405.268509,1058,506,486.25,24.4,6,22,17057.52,134.76,771,BruteForce
3.503669,8,4,94.6,16.04,6,59952,2854.17,38.65,4151,PortScan
230.42019,358,126,318.45,181.34,6,8443,41791.18,45.29,4,BENIGN
294.140089,1084,1192,3066.95,333.5,17,227,104722.5,5710.24,466,ANOMALY
172.511802,167,260,1003.5,171.43,6,995,13108.0,73.47,10,BENIGN
115.647382,11,164,1033.79,136.14,17,443,29015.18,68.52,11,BENIGN
94.961213,399,144,898.93,94.01,17,53,15862.63,8.63,19,BENIGN
144.966106,293,115,1030.78,151.55,6,993,8650.02,73.53,4,BENIGN
14.146568,390,125,454.32,14.66,6,993,29139.4,59.8,1,BENIGN
58.693026,47,45,1310.27,110.59,6,995,33682.86,25.93,13,BENIGN
179.359031,50,206,101.64,85.8,6,25,41226.15,48.92,7,BENIGN
96.158747,310155,8,201.7,705.23,6,80,16351945.14,129489.43,982,DDoS
34.737345,452282,43,1322.37,228.27,17,8080,22592789.72,114547.43,1332,DDoS
97.964923,485598,0,525.33,549.04,6,443,41660308.44,62301.93,248,DDoS
0.056271,7,0,78.24,16.16,6,34786,1039.06,49.02,2057,PortScan
29.660607,483,198,667.61,65.7,6,53,18280.69,6.96,5,BENIGN
4.783384,2,0,41.74,4.26,6,23477,117.49,45.75,805,PortScan
83.472279,138849,15,865.44,402.04,6,80,22720956.97,103762.07,641,DDoS
147.421109,132,155,560.18,199.53,6,853,12466.76,58.11,9,BENIGN
44.851094,184,161,645.75,116.36,6,995,46575.24,51.25,3,BENIGN
28.800717,411517,44,499.35,217.66,6,80,28173458.41,119283.6,1081,DDoS
0.833363,73998,25,502.51,466.19,17,443,11073514.04,58697.2,611,DDoS
152.962009,262,183,561.92,169.39,6,995,48695.52,44.73,16,BENIGN
17.649574,72,288,267.23,180.45,17,993,20971.5,60.79,8,BENIGN
184.262151,272,7,1273.52,37.59,17,53,27489.98,57.62,3,BENIGN
51.658996,81302,92,1128.25,270.99,1,8080,9702029.8,13458.5,357,DoS
133.873847,222,196,487.35,169.34,6,995,20798.39,87.54,15,BENIGN
82.284098,81147,45,299.67,635.16,6,8080,44670420.03,84365.74,1013,DDoS
65.88573,53,232,274.36,53.91,17,853,16918.88,63.48,11,BENIGN
3.529243,7,1,68.85,1.18,6,47334,2180.7,48.52,1989,PortScan
2.721093,2,0,94.16,9.49,6,56508,1443.1,2.86,971,PortScan
91.842949,37637,27,397.15,184.38,6,443,38658644.03,127332.67,1492,DDoS
191.922646,411,274,689.68,89.75,17,8443,9363.72,28.14,15,BENIGN
229.71107,257,69,1259.02,59.99,6,143,26647.01,76.57,11,BENIGN
58.278448,37912,99,153.95,245.75,1,8443,1363227.01,44519.87,451,DoS
221.428855,160,292,679.02,67.73,17,993,5630.21,87.99,16,BENIGN
53.970073,132,214,172.54,95.79,17,443,20727.1,22.85,1,BENIGN
240.348356,397,96,312.6,97.52,6,110,41738.61,26.93,17,BENIGN
1.16461,9,0,94.99,13.96,6,27987,3531.78,18.46,4186,PortScan
183.44972,60,109,953.57,21.3,6,993,40114.5,59.28,6,BENIGN
26.497854,133,244,361.44,62.02,17,143,31637.57,36.02,2,BENIGN
185.300641,434,219,371.3,17.79,17,25,7850.9,91.04,13,BENIGN
53.616739,130,631,299.15,13.85,6,22,18536.43,123.11,519,BruteForce
37.128421,73173,48,1404.6,219.14,1,80,2100457.71,20390.39,301,DoS
1.63639,2,0,61.0,11.8,6,7499,2981.83,34.37,3666,PortScan
294.381211,73,117,1471.5,61.09,17,8080,9992.22,27.06,1,BENIGN
199.711747,94,44,942.89,74.05,6,143,29254.93,37.8,2,BENIGN
18.718074,78039,72,748.71,404.98,6,80,2400227.02,10066.56,50,DoS
50.12661,485,163,809.68,43.29,6,80,32518.66,80.88,11,BENIGN
266.094692,4900,1618,4712.76,388.92,17,480,686697.7,6876.26,251,ANOMALY
364.985852,1558,1687,6671.35,653.29,1,636,881277.95,7287.24,224,ANOMALY
71.051206,29,108,186.91,12.2,6,853,30549.69,54.1,1,BENIGN
15.92098,66,263,452.66,105.88,17,443,49880.79,5.23,15,BENIGN
136.63915,117,161,279.6,166.21,17,995,26604.07,17.78,11,BENIGN
150.563291,369,252,1186.25,53.89,17,443,26668.01,45.8,4,BENIGN
89.188186,61908,1,188.29,790.74,6,443,1993606.82,40742.43,394,DDoS
288.718588,37,79,1289.4,99.54,6,53,42813.2,1.88,11,BENIGN
9.681021,132,73,1430.54,178.4,17,143,46729.4,84.34,4,BENIGN
284.517126,424,111,920.62,68.31,6,25,45744.18,29.33,5,BENIGN
223.140072,306,278,395.91,164.57,17,995,29599.47,45.12,4,BENIGN
259.86686,417,123,419.84,110.01,6,110,6800.94,83.28,10,BENIGN
2.199766,18704,74,1396.83,284.69,6,443,6843061.34,29132.41,329,DoS
179.456671,378,201,741.62,115.49,6,25,43170.16,61.08,9,BENIGN
2.335788,38033,19,383.49,242.43,6,80,9684630.38,7577.46,77,DoS
5.222961,122,216,1499.22,87.78,6,80,14815.26,57.1,18,BENIGN
194.878338,235,18,869.32,43.82,6,143,2265.73,37.7,14,BENIGN
1.295223,8,2,99.28,6.81,17,14515,1374.48,39.3,3719,PortScan
1.853002,5,0,78.47,2.25,6,6359,1823.06,44.9,2719,PortScan
2.521992,30059,42,978.76,380.1,6,8443,5004097.94,33943.64,61,DoS
64.343535,440,245,690.21,13.42,17,143,42776.66,33.82,5,BENIGN
100.377776,203,171,1254.84,47.88,6,25,5062.89,49.17,7,BENIGN
267.228586,169,33,776.57,83.57,6,143,10179.26,99.06,18,BENIGN
214.413543,49,169,1458.93,192.52,6,993,25747.89,95.61,15,BENIGN
209.437919,285,148,459.49,185.15,6,443,10623.76,61.35,9,BENIGN
37.537214,57036,84,301.48,382.56,1,8443,9129347.11,40739.46,218,DoS
208.551183,186,21,584.78,192.91,6,587,16147.45,7.49,9,BENIGN
48.294846,338152,37,224.88,170.68,6,80,3176106.56,140896.47,313,DDoS
438.702713,2620,1186,226.31,45.67,6,22,13321.1,113.05,271,BruteForce
214.086893,201,57,863.79,71.07,17,993,18408.68,88.34,16,BENIGN
267.670808,60,111,361.65,176.27,6,443,28460.92,63.17,18,BENIGN
30.225386,36511,46,224.37,360.88,6,80,22342192.75,152479.69,941,DDoS
82.904575,404449,40,67.07,487.77,6,443,14813880.59,119413.28,1436,DDoS
0.975908,7,0,84.7,13.01,6,1723,4200.29,14.33,1666,PortScan
240.786276,263,119,1274.92,93.94,6,8443,25559.06,68.89,19,BENIGN
199.295568,30,19,178.51,100.71,6,995,40755.74,52.7,16,BENIGN
236.986458,262,114,88.97,19.29,17,143,36225.11,82.48,17,BENIGN
110.510659,393,107,1200.37,93.17,17,993,40548.89,60.25,6,BENIGN
102.537988,287,135,1201.85,42.53,6,25,38332.29,63.17,18,BENIGN
2.335176,9,0,47.84,6.78,6,47826,1632.41,8.39,1488,PortScan
231.378099,7636,2069,5545.31,210.87,17,112,3200.06,2636.03,302,ANOMALY
226.596218,105,104,1068.73,48.46,6,587,36799.18,80.49,15,BENIGN
292.461015,88,236,898.11,22.93,17,53,4234.27,29.32,6,BENIGN
172.781935,41,52,363.12,160.55,6,853,22965.65,5.33,5,BENIGN
270.256659,210,33,531.6,120.29,17,993,34362.6,68.34,4,BENIGN
23.417476,26,257,301.51,70.23,17,587,47549.67,41.87,19,BENIGN
274.02865,397,133,480.06,198.79,17,143,2621.89,58.85,5,BENIGN
2.581639,156,74,199.6,177.02,6,80,41775.48,62.56,4,BENIGN
578.46418,1971,917,416.6,7.96,6,3389,4618.07,197.73,464,BruteForce
506.712788,4518,502,294.15,47.39,6,21,12307.76,171.62,761,BruteForce
33.778695,234,211,1124.86,131.5,6,80,39946.63,49.51,13,BENIGN
58.32305,139,91,1477.49,183.82,6,995,17652.79,84.14,15,BENIGN
18.237853,66027,44,181.79,449.64,6,8080,5615396.94,3795.81,125,DoS
218.635027,105,36,482.61,44.11,17,8080,298.24,9.11,4,BENIGN
121.160644,184,204,637.8,158.03,6,8443,23454.34,13.04,1,BENIGN
29.263486,480,140,1133.54,183.62,6,587,49309.97,25.57,14,BENIGN
195.220351,20,188,250.19,101.97,6,80,35923.31,93.47,3,BENIGN
393.700331,3939,1258,137.16,12.66,6,21,10936.15,49.79,533,BruteForce
237.843504,370,173,1132.0,117.56,17,8080,25698.55,83.62,13,BENIGN
3.691386,4,1,84.66,7.82,6,10469,604.91,22.51,3906,PortScan
78.61282,2511,3916,6175.32,120.42,17,451,174674.27,6506.96,242,ANOMALY
18.846832,45753,50,724.29,297.68,6,443,9178298.83,48306.75,110,DoS
8.805728,403,282,1406.79,181.78,6,587,14542.55,17.37,12,BENIGN
1.27823,8,3,91.05,12.09,6,42765,2346.82,24.34,2045,PortScan
197.875418,52,228,382.86,96.79,6,993,24113.33,54.0,6,BENIGN
363.116239,8264,210,752.28,751.62,17,48471,642239.32,8522.28,371,ANOMALY
206.254009,104,131,934.32,95.82,6,143,36736.59,2.1,11,BENIGN
29.504279,181,25,518.76,118.3,17,443,33942.5,97.51,13,BENIGN
14.1266,42330,73,482.95,437.42,6,80,6306025.76,14877.58,153,DoS
36.13375,8111,97,1320.28,100.32,1,443,6441217.56,24093.33,399,DoS
569.347797,1284,1768,398.65,40.76,6,3389,18147.16,29.83,143,BruteForce
454.32441,3888,1564,328.84,5.34,6,21,1252.1,113.94,273,BruteForce
442.056354,6774,3251,6509.92,930.24,6,899,170352.06,5213.01,312,ANOMALY
226.894366,330,210,411.05,92.72,6,80,15718.56,10.24,14,BENIGN
4.313532,7,3,77.46,18.2,6,4223,3296.55,22.32,1182,PortScan
34.41726,585,2849,7720.13,70.47,6,676,982975.27,3260.76,152,ANOMALY
31.100228,62,40,1436.28,101.6,6,995,48450.56,37.14,5,BENIGN
486.763575,2639,3986,4333.89,975.73,17,327,839196.03,9669.19,303,ANOMALY
89.350695,55,219,448.06,117.72,17,8443,15381.46,5.56,12,BENIGN
68.445806,465,157,876.71,107.84,17,53,4333.28,62.98,10,BENIGN
143.470266,374,21,1446.36,186.17,17,993,46610.3,66.18,18,BENIGN
133.507975,347,215,867.69,100.64,17,8080,33316.17,32.56,19,BENIGN
34.501232,45086,43,792.74,350.31,6,8080,3226484.76,24865.83,222,DoS
185.269899,483,143,427.95,139.49,6,8443,49933.15,55.19,18,BENIGN
226.339119,402,111,168.57,138.22,17,143,34879.74,20.07,11,BENIGN
249.445389,447,88,589.08,157.23,17,995,23159.67,85.04,1,BENIGN
26.059262,197,51,1339.18,88.05,6,993,18060.5,53.43,1,BENIGN
47.893445,129831,18,970.44,458.54,6,8080,27622643.33,196173.27,1550,DDoS
85.196911,99,249,492.33,143.34,6,8443,32998.12,29.49,16,BENIGN
231.910317,11,62,937.34,91.22,17,993,4533.47,14.18,12,BENIGN
114.061095,461,198,612.46,74.58,6,25,49782.81,18.42,19,BENIGN
63.996815,45,21,806.23,17.01,6,853,31910.83,97.13,16,BENIGN
0.234998,9,4,46.8,16.76,6,46634,1545.74,22.42,2995,PortScan
228.409288,133,189,1134.75,120.64,6,8443,32207.04,27.94,7,BENIGN
126.373153,314,147,925.31,193.15,6,8080,25466.03,96.87,1,BENIGN
40.812398,81462,8,1148.56,275.24,6,80,6758778.41,38587.15,313,DoS
73.637569,183,9,1433.39,150.69,17,143,23107.17,99.53,8,BENIGN
24.699802,75463,2,896.34,361.31,6,80,33550268.92,73849.24,833,DDoS
109.188435,119,260,295.0,83.97,6,25,15399.39,84.96,9,BENIGN
393.365329,5347,2571,585.56,45.08,136,46630,939725.96,9698.39,94,ANOMALY
292.100259,4497,1787,1622.21,180.14,136,689,543778.45,9207.07,465,ANOMALY
198.927148,237,217,1454.17,116.95,6,993,31055.41,97.21,6,BENIGN
8.770379,274,281,113.2,31.88,6,853,31853.53,23.48,8,BENIGN
99.193269,1195,339,819.87,696.42,136,74,428683.36,5534.28,390,ANOMALY
232.133399,257,246,130.94,44.1,6,443,1684.26,21.8,2,BENIGN
133.832763,871,3103,3704.12,319.66,1,22,809110.97,8950.66,446,ANOMALY
92.370259,112,220,655.83,64.44,6,53,48566.25,72.07,2,BENIGN
82.286415,413,239,562.25,53.69,6,443,29424.2,85.03,9,BENIGN
131.253602,131,178,697.21,94.17,17,587,5324.99,90.89,15,BENIGN
169.944241,372,109,825.31,93.3,6,53,49259.33,35.9,5,BENIGN
200.252718,297,171,276.56,104.06,6,143,46975.26,55.7,11,BENIGN
247.687839,462,612,187.31,9.71,6,22,7878.81,120.02,438,BruteForce
274.112861,4407,395,466.5,9.89,6,22,18431.58,17.49,406,BruteForce
250.498941,411,146,88.47,127.33,6,443,42890.05,87.66,10,BENIGN
166.980538,4972,1171,3722.8,949.22,1,441,624954.37,8214.91,21,ANOMALY
5.190174,368,285,974.7,146.38,17,143,46997.27,71.58,19,BENIGN
42.860835,89,180,1409.46,176.27,6,8443,40509.31,45.28,19,BENIGN
52.597382,85222,87,141.0,234.9,6,8443,5308450.24,43492.66,405,DoS
388.178463,3515,1441,421.31,24.65,6,22,9932.55,76.61,131,BruteForce
13.623678,390471,24,260.2,582.95,6,80,4090705.81,12894.02,1276,DDoS
248.75218,167,55,1026.04,174.03,6,25,35384.4,90.08,14,BENIGN
2.621083,6,4,72.7,17.19,6,28204,4345.11,29.9,3556,PortScan
1.861052,4,0,80.43,6.15,6,25634,228.86,1.39,3160,PortScan
170.675788,444,106,551.32,19.64,17,993,10978.15,64.11,17,BENIGN
24.454969,37447,51,774.8,75.04,6,8443,3464657.79,11126.79,286,DoS
179.376382,482,162,924.54,87.96,6,8080,18139.74,65.21,9,BENIGN
162.682735,58,263,370.42,61.07,6,25,33773.45,66.09,10,BENIGN
47.990058,81,29,1266.33,19.85,6,587,47246.26,13.49,16,BENIGN
198.982757,203,156,1363.25,104.08,17,587,3899.4,33.65,15,BENIGN
249.418434,52,251,123.32,55.5,17,25,8321.4,26.89,18,BENIGN
62.755201,224,159,463.5,47.54,6,8080,18451.82,65.46,19,BENIGN
0.320359,9,3,49.87,3.89,6,51732,2371.28,32.71,2334,PortScan
203.619706,4514,2716,7873.79,578.56,6,348,19696.4,9521.11,307,ANOMALY
299.461122,343,197,541.3,139.16,6,53,27613.06,98.97,17,BENIGN
242.0537,93,205,763.56,43.53,6,25,30836.34,2.16,1,BENIGN
184.8651,502,1442,4514.32,287.4,1,825,455967.24,8658.75,425,ANOMALY
3.804468,87926,8,1021.06,155.1,6,8443,319896.24,46102.17,462,DoS
164.365405,156,137,899.57,35.89,6,443,17713.99,3.19,5,BENIGN
176.788895,224,153,1120.82,120.1,6,8080,30896.18,72.85,19,BENIGN
121.092692,460,279,1452.03,134.07,17,8080,33406.54,20.58,13,BENIGN
13.774207,330,69,558.68,26.65,17,143,16994.57,86.5,11,BENIGN
216.237116,450,287,264.9,110.17,6,53,10009.96,79.04,10,BENIGN
82.285423,439,148,279.97,117.54,6,995,2285.92,33.17,19,BENIGN
70.867016,2071,567,1995.07,203.86,1,228,422350.99,5994.19,14,ANOMALY
134.16528,215,121,1288.93,12.75,6,853,23434.78,33.9,17,BENIGN
12.772006,71781,34,440.46,159.41,1,8080,8994774.2,5730.72,237,DoS
93.730874,446,30,626.37,58.18,6,25,26089.57,16.98,2,BENIGN
67.523496,474677,25,610.68,499.07,17,8443,22737137.48,185246.32,1122,DDoS
192.432608,338,251,1069.45,168.75,6,443,3923.52,63.92,17,BENIGN
197.670917,338,23,1261.72,179.0,17,8080,46479.08,42.24,15,BENIGN
0.987673,5,2,55.04,6.44,6,32166,1558.17,12.37,1827,PortScan
243.109121,244,238,1273.65,184.25,6,995,9277.07,91.7,10,BENIGN
248.095963,256,208,387.96,69.4,6,80,38272.33,84.12,18,BENIGN
202.629614,429,161,121.96,117.75,17,25,1168.2,27.88,7,BENIGN
1.078769,5,0,52.34,18.34,6,53643,1300.59,46.71,3641,PortScan
412.252172,1991,505,443.75,42.13,6,21,9049.27,183.23,842,BruteForce
0.617147,6,3,58.16,18.77,6,48736,3238.81,20.7,3543,PortScan
212.197155,151,209,1250.02,78.2,6,25,22353.32,5.82,15,BENIGN
119.751608,428,254,378.92,47.29,6,53,45857.76,93.19,18,BENIGN
268.129947,272,143,1494.47,190.18,17,8443,49504.44,3.49,3,BENIGN
86.474324,58293,26,681.67,448.5,17,80,26701178.09,53988.29,916,DDoS
0.74372,7,0,93.48,3.09,6,22926,669.01,49.06,4081,PortScan
178.343278,83,216,259.47,189.98,6,995,3804.0,19.93,8,BENIGN
599.465789,1404,941,435.31,30.13,6,3389,14769.31,20.26,212,BruteForce
7.746211,211,59,308.91,162.73,6,587,41932.53,38.68,11,BENIGN
19.474228,346,227,901.18,140.34,6,110,33180.53,93.8,17,BENIGN
482.923483,4298,2065,1511.53,86.17,6,583,987635.34,8438.69,27,ANOMALY
271.105382,33,217,1125.65,151.43,6,8443,31902.54,94.18,14,BENIGN
35.94621,243,222,762.9,163.74,17,143,9546.77,75.77,10,BENIGN
1.443091,4,0,85.75,7.49,6,25416,76.83,36.77,2167,PortScan
45.126478,4447,4183,5994.15,726.11,136,41,917290.74,8169.46,418,ANOMALY
67.744728,373094,0,695.96,571.18,6,443,27262073.25,142556.82,1110,DDoS
256.419375,260,188,631.21,192.19,6,53,11675.91,34.07,15,BENIGN
220.652484,331,92,87.48,198.92,6,8080,46276.28,24.46,5,BENIGN
0.558188,71736,43,701.94,364.47,6,80,4899303.59,46684.77,264,DoS
30.795046,73571,11,1497.18,75.06,6,80,3790854.09,10293.68,478,DoS
4.760627,5,0,74.11,8.57,6,17998,79.85,4.83,3170,PortScan
221.999527,315,264,665.05,13.72,6,143,36275.82,47.86,11,BENIGN
40.405789,24473,90,182.61,102.67,6,80,1344882.15,2129.05,325,DoS
126.834843,429,222,825.49,18.72,6,993,23828.12,84.21,8,BENIGN
32.919788,60759,78,1182.7,350.73,1,8443,5795684.16,37218.07,122,DoS
2.973004,8,4,48.98,9.55,6,20990,4760.66,37.24,1578,PortScan
20.041678,212,108,832.49,23.22,6,143,27855.18,91.78,7,BENIGN
275.376642,42,110,834.35,33.79,17,443,13513.36,71.56,8,BENIGN
84.367315,286,272,874.41,91.11,6,587,32118.37,64.48,12,BENIGN
90.632451,14209,14,968.92,475.56,17,8443,35682206.87,156930.8,509,DDoS
268.484457,245,200,513.59,55.21,17,25,44761.38,16.62,3,BENIGN
179.436286,298,181,1450.21,28.99,6,587,33209.11,73.26,1,BENIGN
27.509697,134,19,1162.09,143.19,6,443,32011.77,2.67,15,BENIGN
9.941489,490,147,1029.91,18.94,6,995,18413.22,77.21,15,BENIGN
162.329854,465,277,85.07,181.65,6,143,2041.55,18.98,15,BENIGN
177.860945,93,105,622.23,45.17,6,443,13051.19,17.74,6,BENIGN
156.679035,210,249,588.18,164.63,6,995,4795.4,22.95,8,BENIGN
3.989108,4,1,86.41,13.27,6,10125,4190.57,17.87,2462,PortScan
249.190677,331,199,1440.69,78.93,6,443,45154.86,73.96,13,BENIGN
46.111841,38551,60,910.81,319.17,6,80,3057051.64,35589.28,84,DoS
4.743852,3,0,56.68,6.19,6,59548,731.06,4.78,1539,PortScan
12.087725,72664,61,519.4,224.18,6,8443,565565.39,45012.66,253,DoS
251.98966,445,168,636.6,170.42,17,587,14037.0,6.58,8,BENIGN
102.226881,360,26,322.03,18.08,6,853,36516.09,99.75,8,BENIGN
2.628965,7,3,43.3,15.47,6,4891,1103.11,44.27,2629,PortScan
32.201383,31869,97,440.8,131.16,6,80,2113148.72,30125.95,322,DoS
29.70015,456,240,799.04,22.3,6,25,44990.29,99.7,14,BENIGN
155.951336,142,55,74.9,175.26,6,110,35719.58,14.27,17,BENIGN
234.379539,49,268,510.32,86.52,6,110,20154.36,25.08,10,BENIGN
481.613786,6631,1400,7784.04,799.58,6,27,662081.33,654.11,160,ANOMALY
182.02218,5685,2175,6016.11,620.54,6,41792,787576.77,9308.81,169,ANOMALY
146.826259,35,272,501.68,21.24,6,143,38585.71,45.69,8,BENIGN
234.803839,409,84,821.22,128.69,6,143,13300.07,77.66,4,BENIGN
5.633723,87829,21,208.81,357.94,17,80,18820491.16,36857.01,1711,DDoS
123.895324,1319,1921,7005.39,728.73,136,28,309160.48,1297.1,204,ANOMALY
36.755916,47,156,622.1,18.01,6,443,29588.24,60.26,5,BENIGN
184.340039,208,294,731.99,30.1,6,993,2773.78,9.53,15,BENIGN
2.266898,6,0,61.2,16.15,6,31552,4450.27,20.23,2522,PortScan
78.852488,371,17,1289.9,164.5,17,995,8451.04,30.62,12,BENIGN
74.826092,321,189,1380.24,126.66,6,25,19844.86,11.23,3,BENIGN
1.360516,208293,15,266.01,185.37,6,80,10851224.28,81434.05,597,DDoS
62.921674,183,96,83.31,40.3,17,8443,48661.25,2.55,13,BENIGN
192.983699,221,283,112.85,87.93,17,993,6692.51,60.57,19,BENIGN
82.772911,283,210,97.69,38.56,6,80,40636.36,52.11,6,BENIGN
17.729865,499,124,593.13,179.74,6,25,445.28,44.47,16,BENIGN
164.880255,51,206,1256.45,23.71,17,110,49145.94,94.24,15,BENIGN
191.268026,118,283,350.37,189.03,6,8443,35830.74,20.68,2,BENIGN
473.620204,508,3479,3297.65,262.93,6,940,44762.47,7704.7,98,ANOMALY
12.793073,236,134,743.93,145.81,17,25,43431.0,30.56,8,BENIGN
2.457368,3,3,60.74,5.95,6,64116,669.04,48.75,3606,PortScan
168.61985,233,64,125.23,81.36,17,443,15495.48,95.69,12,BENIGN
57.726571,21379,3,1412.72,667.08,6,443,37457650.39,198622.52,475,DDoS
231.858366,253,24,932.67,173.2,17,993,29644.37,50.26,8,BENIGN
138.05795,364,6,1175.06,157.98,6,995,29448.03,28.8,13,BENIGN
134.627088,293,207,658.97,72.01,17,853,35784.33,11.55,15,BENIGN
75.943687,235,246,1197.37,30.86,6,587,42782.29,77.34,12,BENIGN
4.038009,4,1,75.92,18.35,6,28427,3569.86,40.02,4583,PortScan
214.585373,495,175,257.07,103.53,17,8080,38590.66,68.21,2,BENIGN
52.536321,103809,38,267.41,606.57,17,443,48540371.37,82819.19,1931,DDoS
48.135776,99650,52,802.57,85.2,6,443,3693482.54,35318.28,171,DoS
42.132378,72,113,1072.36,132.56,17,25,13729.91,65.63,12,BENIGN
192.290782,18,228,423.76,186.5,6,8443,16436.47,82.92,1,BENIGN
91.101686,83,253,503.44,166.82,6,443,16687.35,65.35,3,BENIGN
278.307906,294,49,310.77,32.87,6,443,39457.53,74.78,4,BENIGN
154.350549,3574,1478,303.06,29.43,6,21,10981.15,20.74,937,BruteForce
250.117784,247,249,277.76,188.0,17,53,2178.96,45.42,14,BENIGN
67.236133,155,63,404.1,10.24,17,853,47735.5,28.37,10,BENIGN
167.66749,316,249,1004.94,95.93,6,853,31709.67,56.21,11,BENIGN
10.362717,75491,25,1010.95,81.45,1,80,4003139.32,36601.22,86,DoS
56.706816,57847,55,1196.36,167.16,6,443,9848284.94,41618.72,84,DoS
72.20362,206,55,698.63,191.13,6,110,13466.58,3.85,2,BENIGN
2.04847,6,0,99.87,8.4,6,16455,2865.66,1.85,4942,PortScan
18.639037,326,182,733.1,192.11,6,80,27949.43,48.58,6,BENIGN
30.022236,440,295,659.74,152.41,17,80,33737.94,38.46,6,BENIGN
104.416024,142892,0,1298.11,262.82,6,80,41298641.93,160441.45,389,DDoS
222.976864,309,168,1284.78,167.48,6,143,27304.18,77.42,2,BENIGN
19.588877,91,169,256.3,101.23,6,80,48244.25,86.03,12,BENIGN
26.149417,22,178,922.82,55.44,6,995,11107.85,37.67,3,BENIGN
246.1668,314,203,488.3,114.16,6,25,28579.28,38.74,9,BENIGN
132.237442,2757,1345,143.66,42.41,6,22,18563.46,16.99,966,BruteForce
553.461241,352,871,410.78,48.15,6,3389,7892.7,10.56,785,BruteForce
150.076221,53,136,938.24,154.39,6,853,14329.57,20.25,13,BENIGN
119.438868,84521,32,790.7,122.47,6,80,41912601.68,24065.16,928,DDoS
68.412573,201,210,913.8,136.67,6,853,29224.01,88.22,3,BENIGN
256.289421,29,69,1106.29,117.73,6,993,35841.54,12.04,15,BENIGN
285.650472,369,74,514.93,57.31,17,80,32214.23,20.97,11,BENIGN
270.395656,443,131,923.58,143.3,6,25,19051.63,77.03,4,BENIGN
87.113592,98,246,869.94,55.85,17,995,39114.71,16.88,1,BENIGN
151.359508,36,161,152.56,89.21,6,53,42423.51,58.64,9,BENIGN
99.753839,192083,7,1334.41,174.31,6,8443,34746627.95,9000.67,1613,DDoS
27.90145,93,35,300.72,77.86,17,110,39897.12,29.73,5,BENIGN
101.119578,79,217,384.64,152.48,17,143,20040.13,10.87,15,BENIGN
42.899359,227840,3,1009.88,443.85,17,8443,5002516.78,43149.37,939,DDoS
179.641617,224,230,744.45,123.13,17,995,43539.69,44.72,14,BENIGN
45.93985,45829,21,976.16,494.11,1,443,4461738.31,17810.26,301,DoS
90.051261,103,108,299.35,186.65,6,587,9218.81,9.31,13,BENIGN
264.14401,211,92,1350.33,17.02,17,143,16511.52,60.0,1,BENIGN
114.325986,7519,3788,8124.4,117.39,6,693,366264.98,5637.95,293,ANOMALY
392.674187,3728,187,145.28,47.25,6,21,16753.71,85.77,557,BruteForce
15.420412,87637,97,124.24,266.23,6,80,4121486.52,2961.33,194,DoS
135.044816,106,68,588.79,169.72,6,8080,151.45,43.04,4,BENIGN
123.426818,78,135,290.02,117.27,6,587,40097.48,16.94,10,BENIGN
137.947496,121,181,1449.82,182.39,6,110,33746.34,44.89,2,BENIGN
122.729194,247,99,303.66,44.57,6,8080,30614.83,73.96,5,BENIGN
161.48081,348,170,839.78,31.54,6,8443,1812.33,2.09,5,BENIGN
278.580124,213,196,209.98,70.47,6,8080,22818.59,41.8,9,BENIGN
54.296127,363474,26,765.43,576.23,6,8080,25876949.98,7640.74,947,DDoS
262.962177,122,62,595.49,45.95,17,80,19878.23,48.86,12,BENIGN
3.145842,9,0,61.29,19.07,6,14184,1394.75,41.42,573,PortScan
250.097222,442,128,900.77,42.4,6,53,21692.46,68.62,19,BENIGN
316.381142,6807,1858,2846.47,972.63,1,665,125619.02,9868.51,72,ANOMALY
118.993104,237,189,302.27,189.83,6,53,47891.86,20.45,8,BENIGN
47.110327,35,159,1034.58,122.34,6,853,36610.37,36.68,15,BENIGN
96.191325,175,186,176.37,96.97,17,443,7257.68,31.41,3,BENIGN
18.660058,385,126,935.54,180.59,6,25,5860.13,14.34,11,BENIGN
56.376763,490363,23,484.99,521.01,6,443,36752816.65,165619.91,1162,DDoS
52.279975,17911,91,1373.67,424.96,6,8080,6077762.64,49979.24,68,DoS
341.561149,3338,978,296.68,33.33,6,21,9752.24,94.04,917,BruteForce
304.170124,7877,2527,1895.34,236.61,1,671,381046.5,5912.89,303,ANOMALY
259.948084,243,132,1041.25,47.6,17,53,44818.02,49.75,15,BENIGN
8.275478,259,165,304.18,36.03,6,443,17911.43,26.83,5,BENIGN
150.719441,4948,4223,3638.56,509.14,1,847,860348.32,5348.57,137,ANOMALY
65.826837,355144,37,1208.64,698.81,6,80,5655135.97,6077.87,1781,DDoS
271.051839,211,260,1391.21,162.67,6,443,12166.42,53.43,17,BENIGN
212.233585,194,81,479.1,132.31,6,80,40233.11,38.3,18,BENIGN
69.143451,312,110,691.15,191.45,17,143,28230.57,32.44,6,BENIGN
164.088294,16,144,1311.51,13.53,6,8443,7584.84,74.95,3,BENIGN
